sasdate,Inflation
2007-01-02,0.38708491335395223
2007-01-03,0.5186647493199636
2007-01-04,0.2996169481998656
2007-01-05,0.41244766569237257
2007-01-06,0.23140721794590036
2007-01-07,0.1779012466680996
2007-01-08,0.03082332001183019
2007-01-09,0.4228600245438585
2007-01-10,0.30784944010990856
2007-01-11,0.7828164082873457
2007-01-12,0.28938234029487475
2008-01-01,0.3441775367173605
2008-01-02,0.2414908637454083
2008-01-03,0.357164189274517
2008-01-04,0.23117069655080869
2008-01-05,0.5900052068123607
2008-01-06,1.0423718797166082
2008-01-07,0.7116065393504734
2008-01-08,-0.14895846082954023
2008-01-09,0.0854726299673203
2008-01-10,-0.863561639955801
2008-01-11,-1.7864094092818306
2008-01-12,-0.8267605054081528
2009-01-01,0.2527574332266802
2009-01-02,0.36360422314452023
2009-01-03,-0.09877705412728588
2009-01-04,0.1006575752197314
2009-01-05,0.14704123326474416
2009-01-06,0.826535985544119
2009-01-07,-0.0298009855155712
2009-01-08,0.3342859790879338
2009-01-09,0.1929025466836265
2009-01-10,0.2997434998585291
2009-01-11,0.3342996544930976
2009-01-12,0.05200411547976458
2010-01-01,0.06485218758465194
2010-01-02,-0.09522298767450366
2010-01-03,0.03313132458968582
2010-01-04,0.023001407787592854
2010-01-05,-0.051990716457517294
2010-01-06,-0.04188828777280662
2010-01-07,0.18675086613582081
2010-01-08,0.14602967272390188
2010-01-09,0.1613946310657255
2010-01-10,0.3475798701795263
2010-01-11,0.2530636859233937
2010-01-12,0.4008531438849161
2011-01-01,0.3237794880806
2011-01-02,0.3209319251425313
2011-01-03,0.5160211385656588
2011-01-04,0.4683116049055691
2011-01-05,0.3176663791119694
2011-01-06,0.0
2011-01-07,0.2616610518663798
2011-01-08,0.31494972889110073
2011-01-09,0.21691934558836223
2011-01-10,0.06749796769751626
2011-01-11,0.18461448804947267
2011-01-12,0.023768024196879622
2012-01-01,0.2720492157261667
2012-01-02,0.21351650368677255
2012-01-03,0.20912821313983088
2012-01-04,0.1659410766074565
2012-01-05,-0.2070321770282213
2012-01-06,-0.08267047975740738
2012-01-07,0.028876823050083544
2012-01-08,0.5792717743123177
2012-01-09,0.47599198634582507
2012-01-10,0.2693164754400179
2012-01-11,-0.168075617407748
2012-01-12,-0.012108893564644063
2013-01-01,0.19788297664797838
2013-01-02,0.5415237848954924
2013-01-03,-0.28158799739523843
2013-01-04,-0.20901621343405452
2013-01-05,0.04140697507883928
2013-01-06,0.23775795219549423
2013-01-07,0.1955538987195915
2013-01-08,0.23844456313710793
2013-01-09,0.03768736661315941
2013-01-10,0.05350878634899914
2013-01-11,0.18427904455773358
2013-01-12,0.2640679493365994
2014-01-01,0.24212417175748513
2014-01-02,0.11001732077007276
2014-01-03,0.2039973140249174
2014-01-04,0.18624501675628125
2014-01-05,0.19011974817404464
2014-01-06,0.13202602787965034
2014-01-07,0.11248524027509532
2014-01-08,-0.016001414896038568
2014-01-09,0.0071588442287051635
2014-01-10,-0.01979334907824537
2014-01-11,-0.18844345845421273
2014-01-12,-0.30893766581243653
2015-01-01,-0.639069349248711
2015-01-02,0.25314368884981064
2015-01-03,0.2690329596581442
2015-01-04,0.10419358923821065
2015-01-05,0.32923197040535257
2015-01-06,0.27640971717151075
2015-01-07,0.15850629039944053
2015-01-08,-0.00042010893430699525
2015-01-09,-0.22501171352722338
2015-01-10,0.09889928020463401
2015-01-11,0.11939045033511064
2015-01-12,-0.1076132249516526
2016-01-01,-0.04585486804522532
2016-01-02,-0.13305601262363353
2016-01-03,0.3129893008927631
2016-01-04,0.38233269232099687
2016-01-05,0.23613057911546775
2016-01-06,0.2772111434034663
2016-01-07,-0.05038276433131372
2016-01-08,0.1847514080185242
2016-01-09,0.2619775184768969
2016-01-10,0.2339947683755561
2016-01-11,0.1178253303642407
2016-01-12,0.25213409056821234
2017-01-01,0.4034925423658464
2017-01-02,0.15913904232975895
2017-01-03,-0.04673107988741876
2017-01-04,0.12333918811604505
2017-01-05,-0.07742776356360892
2017-01-06,0.06514164440556414
2017-01-07,0.03275963060049847
2017-01-08,0.38412391487883113
2017-01-09,0.5093396526107519
2017-01-10,0.07747520471248492
2017-01-11,0.26644546143197445
2017-01-12,0.21046728661735514
2018-01-01,0.42443244618279863
2018-01-02,0.26886698861776637
2018-01-03,0.019234391150568797
2018-01-04,0.2601021066075404
2018-01-05,0.22554044437663734
2018-01-06,0.09007393845479328
2018-01-07,0.07805158171940718
2018-01-08,0.17857254132316314
2018-01-09,0.20601581183248285
2018-01-10,0.2336847588066071
2018-01-11,-0.07044399795823608
2018-01-12,0.06846591120321932
2019-01-01,-0.019387321148389702
2019-01-02,0.2387164203727643
2019-01-03,0.34678197755768636
2019-01-04,0.39614274449677467
2019-01-05,0.03094998859181075
2019-01-06,-0.051327361940511906
2019-01-07,0.20593378248214833
2019-01-08,0.14616685944019991
2019-01-09,0.17636620058221197
2019-01-10,0.28535021454567655
2019-01-11,0.21706765382303317
2019-01-12,0.3148608674953479
2020-01-01,0.16265725991013724
2020-01-02,0.08142238793604761
2020-01-03,-0.4345042902861529
2020-01-04,-0.7903334695948949
2020-01-05,-0.08750684205560688
2020-01-06,0.4359922203969191
2020-01-07,0.5014915490888505
2020-01-08,0.4377152340389934
2020-01-09,0.23794867225888083
2020-01-10,0.09878632017139566
2020-01-11,0.20226489771344447
2020-01-12,0.46744071893396466
2021-01-01,0.23442647746678702
2021-01-02,0.3754602653512684
2021-01-03,0.4828294960146806
2021-01-04,0.6606693908063122
2021-01-05,0.6630387166283391
2021-01-06,0.7847863017615531
2021-01-07,0.44438535080058017
2021-01-08,0.40614486804804173
2021-01-09,0.42347996539939814
2021-01-10,0.9060092852727131
2021-01-11,0.7885018871266247
2021-01-12,0.777705055230804
2022-01-01,0.6076478449374534
2022-01-02,0.7090890399147121
2022-01-03,1.000564211732069
2022-01-04,0.39542964613099585
2022-01-05,0.9164044893791079
2022-01-06,1.1809091561473473
2022-01-07,-0.03393534670372844
2022-01-08,0.23459705512109963
2022-01-09,0.41192301668857567
2022-01-10,0.4871117034919159
2022-01-11,0.20483257662462506
2022-01-12,0.13119408563273538
2023-01-01,0.5157419117210793
2023-01-02,0.36932275316736707
2023-01-03,0.053027893914148194
2023-01-04,0.367108821718265
2023-01-05,0.12404902846396837
